"Category","City","Country","Customer_ID","Customer_Name","Discount","Market","Record_Count","Order_Date","Order_ID","Order_Priority","Product_ID","Product_Name","Profit","Quantity","Region","Row_ID","Sales","Segment","Ship_Date","Ship_Mode","Shipping_Cost","State","Sub_Category","Year","Market2","weeknum","Profit_Margin","Discount_Band"
"Furniture","San Francisco","United States","EP-139154","Emily Phan",0,"US",1,2014-12-14,"CA-2014-122770","Medium","FUR-FU-10001473","Eldon Executive Woodline II Desk Accessories, Mahogany",54.2808,8,"West",40980,201,"Consumer",2014-12-19,"Standard Class",13.44,"California","Furnishings",2014,"North America",51,0.270053731343284,"No discount"
"Technology","Concord","United States","NM-184454","Nathan Mautz",0,"US",1,2011-04-08,"CA-2011-150581","Medium","TEC-AC-10001908","Logitech Wireless Headset h800",139.986,4,"West",38344,400,"Home Office",2011-04-12,"Standard Class",21.7,"California","Accessories",2011,"North America",15,0.349965,"No discount"
"Technology","Oakland","United States","NP-183254","Naresj Patel",0,"US",1,2011-05-13,"CA-2011-114433","Medium","TEC-AC-10002800","Plantronics Audio 478 Stereo USB Headset",52.4895,3,"West",34513,150,"Consumer",2011-05-17,"Standard Class",8.22,"California","Accessories",2011,"North America",20,0.34993,"No discount"
"Technology","Riverside","United States","JD-158954","Jonathan Doherty",0,"US",1,2011-07-20,"CA-2011-127866","High","TEC-AC-10000023","Maxell 74 Minute CD-R Spindle, 50/Pack",15.0984,2,"West",39426,42,"Corporate",2011-07-23,"First Class",4.64,"California","Accessories",2011,"North America",30,0.359485714285714,"No discount"
"Technology","Pomona","United States","KH-165104","Keith Herrera",0,"US",1,2011-10-05,"CA-2011-152233","Medium","TEC-AC-10002800","Plantronics Audio 478 Stereo USB Headset",34.993,2,"West",38101,100,"Consumer",2011-10-06,"First Class",9.57,"California","Accessories",2011,"North America",41,0.34993,"No discount"
"Technology","San Diego","United States","XP-218654","Xylona Preis",0,"US",1,2011-10-06,"CA-2011-134677","Medium","TEC-AC-10001445","Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink",1.9089,3,"West",31778,9,"Consumer",2011-10-10,"Standard Class",0.42,"California","Accessories",2011,"North America",41,0.2121,"No discount"
"Technology","San Diego","United States","RD-199004","Ruben Dartt",0,"US",1,2011-11-10,"CA-2011-158372","Low","TEC-AC-10004209","Memorex Froggy Flash Drive 4 GB",4.2861,1,"West",34500,11,"Consumer",2011-11-16,"Standard Class",2.14,"California","Accessories",2011,"North America",46,0.389645454545455,"No discount"
"Technology","San Diego","United States","RB-194354","Richard Bierner",0,"US",1,2012-03-29,"US-2012-103996","High","TEC-AC-10003116","Memorex Froggy Flash Drive 8 GB",20.7675,3,"West",36029,53,"Consumer",2012-03-31,"Second Class",4.99,"California","Accessories",2012,"North America",13,0.391839622641509,"No discount"
"Technology","Pomona","United States","ZC-219104","Zuschuss Carroll",0,"US",1,2012-04-13,"CA-2012-133452","Medium","TEC-AC-10002800","Plantronics Audio 478 Stereo USB Headset",69.986,4,"West",33365,200,"Consumer",2012-04-19,"Standard Class",11.7,"California","Accessories",2012,"North America",15,0.34993,"No discount"
"Technology","San Diego","United States","RF-197354","Roland Fjeld",0,"US",1,2012-07-18,"CA-2012-111206","High","TEC-AC-10003095","Logitech G35 7.1-Channel Surround Sound Headset",176.7864,4,"West",37128,520,"Consumer",2012-07-22,"Standard Class",68.63,"California","Accessories",2012,"North America",29,0.339973846153846,"No discount"
"Technology","La Quinta","United States","LO-171704","Lori Olson",0,"US",1,2012-09-06,"CA-2012-143238","Medium","TEC-AC-10003499","Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive",18.0648,4,"West",33832,46,"Corporate",2012-09-08,"First Class",9.21,"California","Accessories",2012,"North America",36,0.392713043478261,"No discount"
"Technology","San Diego","United States","JF-153554","Jay Fein",0,"US",1,2012-10-23,"CA-2012-132486","High","TEC-AC-10000710","Maxell DVD-RAM Discs",63.7776,9,"West",35164,148,"Consumer",2012-10-27,"Second Class",18.39,"California","Accessories",2012,"North America",43,0.43092972972973,"No discount"
"Technology","San Diego","United States","MZ-173354","Maria Zettner",0,"US",1,2012-11-08,"CA-2012-117611","Critical","TEC-AC-10002049","Logitech G19 Programmable Gaming Keyboard",66.9546,3,"West",33557,372,"Home Office",2012-11-10,"Second Class",90.18,"California","Accessories",2012,"North America",45,0.179985483870968,"No discount"
"Technology","Brentwood","United States","AH-102104","Alan Hwang",0,"US",1,2012-11-10,"CA-2012-155040","Medium","TEC-AC-10004469","Microsoft Sculpt Comfort Mouse",35.156,2,"West",31562,80,"Consumer",2012-11-15,"Standard Class",5.46,"California","Accessories",2012,"North America",45,0.43945,"No discount"
"Technology","Temecula","United States","RD-195854","Rob Dowd",0,"US",1,2012-12-13,"CA-2012-157770","Critical","TEC-AC-10001552","Logitech K350 2.4Ghz Wireless Keyboard",27.3735,5,"West",34586,249,"Consumer",2012-12-15,"First Class",83.43,"California","Accessories",2012,"North America",50,0.109933734939759,"No discount"
"Technology","Temecula","United States","RD-195854","Rob Dowd",0,"US",1,2012-12-13,"CA-2012-157770","Critical","TEC-AC-10003399","Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive",15.2208,1,"West",34587,36,"Consumer",2012-12-15,"First Class",11.96,"California","Accessories",2012,"North America",50,0.4228,"No discount"
"Technology","Visalia","United States","KN-164504","Kean Nguyen",0,"US",1,2012-12-27,"CA-2012-155145","Medium","TEC-AC-10003709","Maxell 4.7GB DVD-R 5/Pack",3.4848,8,"West",34568,8,"Corporate",2012-12-29,"Second Class",0.85,"California","Accessories",2012,"North America",52,0.4356,"No discount"
"Technology","Fresno","United States","LA-167804","Laura Armstrong",0,"US",1,2013-01-09,"CA-2013-108882","Medium","TEC-AC-10000420","Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning",118.983,5,"West",34505,350,"Corporate",2013-01-15,"Standard Class",22.1,"California","Accessories",2013,"North America",2,0.339951428571429,"No discount"
"Technology","Hesperia","United States","GK-146204","Grace Kelly",0,"US",1,2013-04-24,"CA-2013-162138","High","TEC-AC-10001908","Logitech Wireless Headset h800",34.9965,1,"West",31621,100,"Corporate",2013-04-28,"Standard Class",3.14,"California","Accessories",2013,"North America",17,0.349965,"No discount"
"Technology","Mission Viejo","United States","VM-218354","Vivian Mathis",0,"US",1,2013-05-13,"US-2013-123610","Medium","TEC-AC-10004518","Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive",46.8,6,"West",40792,120,"Consumer",2013-05-17,"Standard Class",8.96,"California","Accessories",2013,"North America",20,0.39,"No discount"
"Technology","Santa Barbara","United States","ME-173204","Maria Etezadi",0,"US",1,2013-06-07,"CA-2013-160717","Medium","TEC-AC-10002134","Rosewill 107 Normal Keys USB Wired Standard Keyboard",3.7744,2,"West",40958,27,"Home Office",2013-06-12,"Standard Class",1.59,"California","Accessories",2013,"North America",23,0.139792592592593,"No discount"
"Technology","San Diego","United States","ML-173954","Marina Lichtenstein",0,"US",1,2013-09-06,"CA-2013-137673","Medium","TEC-AC-10002345","HP Standard 104 key PS/2 Keyboard",29,8,"West",34820,116,"Corporate",2013-09-11,"Standard Class",10.42,"California","Accessories",2013,"North America",36,0.25,"No discount"
"Technology","San Diego","United States","KC-165404","Kelly Collister",0,"US",1,2013-09-12,"CA-2013-145625","Medium","TEC-AC-10003832","Logitech P710e Mobile Speakerphone",636.0003,13,"West",31548,3347,"Consumer",2013-09-18,"Standard Class",32.24,"California","Accessories",2013,"North America",37,0.190021003884075,"No discount"
"Technology","San Jose","United States","LH-171554","Logan Haushalter",0,"US",1,2013-11-06,"CA-2013-144092","High","TEC-AC-10002305","KeyTronic E03601U1 - Keyboard - Beige",12.96,4,"West",38603,72,"Consumer",2013-11-08,"Second Class",12.35,"California","Accessories",2013,"North America",45,0.18,"No discount"
"Technology","Oakland","United States","PF-191654","Philip Fox",0,"US",1,2013-11-10,"CA-2013-138233","Medium","TEC-AC-10002001","Logitech Wireless Gaming Headset G930",177.5889,3,"West",39910,480,"Consumer",2013-11-15,"Standard Class",17.47,"California","Accessories",2013,"North America",46,0.369976875,"No discount"
"Technology","San Diego","United States","PG-188204","Patrick Gardner",0,"US",1,2013-11-19,"CA-2013-103464","Medium","TEC-AC-10002842","WD My Passport Ultra 2TB Portable External Hard Drive",95.2,5,"West",39454,595,"Consumer",2013-11-23,"Standard Class",52.03,"California","Accessories",2013,"North America",47,0.16,"No discount"
"Technology","Montebello","United States","BM-115754","Brendan Murry",0,"US",1,2013-11-21,"CA-2013-142615","High","TEC-AC-10004803","Sony Micro Vault Click 4 GB USB 2.0 Flash Drive",3.9032,2,"West",38131,28,"Corporate",2013-11-25,"Standard Class",5.48,"California","Accessories",2013,"North America",47,0.1394,"No discount"
"Technology","Anaheim","United States","WB-218504","William Brown",0,"US",1,2013-12-12,"CA-2013-165330","Critical","TEC-AC-10000057","Microsoft Natural Ergonomic Keyboard 4000",25.1916,4,"West",38350,120,"Consumer",2013-12-12,"Same Day",26.49,"California","Accessories",2013,"North America",50,0.20993,"No discount"
"Technology","San Diego","United States","TN-210404","Tanja Norvell",0,"US",1,2013-12-17,"CA-2013-155446","Medium","TEC-AC-10001445","Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink",4.4541,7,"West",39981,21,"Home Office",2013-12-24,"Standard Class",1.66,"California","Accessories",2013,"North America",51,0.2121,"No discount"
"Technology","San Diego","United States","JE-154754","Jeremy Ellison",0,"US",1,2013-12-19,"CA-2013-133795","Medium","TEC-AC-10003832","Logitech P710e Mobile Speakerphone",146.7693,3,"West",36319,772,"Consumer",2013-12-25,"Standard Class",0.29,"California","Accessories",2013,"North America",51,0.19011567357513,"No discount"
"Technology","San Diego","United States","JE-154754","Jeremy Ellison",0,"US",1,2013-12-19,"CA-2013-133795","Medium","TEC-AC-10001465","SanDisk Cruzer 64 GB USB Flash Drive",21.792,2,"West",36318,73,"Consumer",2013-12-25,"Standard Class",3.04,"California","Accessories",2013,"North America",51,0.298520547945205,"No discount"
"Technology","Costa Mesa","United States","BT-113054","Beth Thompson",0,"US",1,2014-01-29,"CA-2014-115994","High","TEC-AC-10000580","Logitech G13 Programmable Gameboard with LCD Display",26.3967,3,"West",32711,240,"Home Office",2014-02-01,"Second Class",42.11,"California","Accessories",2014,"North America",5,0.10998625,"No discount"
"Technology","Pasadena","United States","LW-172154","Luke Weiss",0,"US",1,2014-04-12,"CA-2014-166128","Low","TEC-AC-10001767","SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card",21.9945,5,"West",33297,200,"Consumer",2014-04-19,"Standard Class",30.67,"California","Accessories",2014,"North America",15,0.1099725,"No discount"
"Technology","Santa Ana","United States","PJ-190154","Pauline Johnson",0,"US",1,2014-05-15,"CA-2014-143686","High","TEC-AC-10001838","Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset",601.9699,7,"West",32111,1400,"Consumer",2014-05-15,"Same Day",309.52,"California","Accessories",2014,"North America",20,0.4299785,"No discount"
"Technology","Westminster","United States","TC-212954","Toby Carlisle",0,"US",1,2014-07-15,"CA-2014-121048","High","TEC-AC-10000991","Sony Micro Vault Click 8 GB USB 2.0 Flash Drive",19.7358,3,"West",38797,141,"Consumer",2014-07-19,"Standard Class",20.51,"California","Accessories",2014,"North America",29,0.139970212765957,"No discount"
"Technology","Westminster","United States","JL-155054","Jeremy Lonsdale",0,"US",1,2014-08-08,"CA-2014-156776","High","TEC-AC-10004803","Sony Micro Vault Click 4 GB USB 2.0 Flash Drive",7.8064,4,"West",40479,56,"Consumer",2014-08-12,"Standard Class",7.37,"California","Accessories",2014,"North America",32,0.1394,"No discount"
"Technology","La Mesa","United States","SC-200504","Sample Company A",0,"US",1,2014-09-04,"CA-2014-123022","Medium","TEC-AC-10000474","Kensington Expert Mouse Optical USB Trackball for PC or Mac",85.491,3,"West",36933,285,"Home Office",2014-09-09,"Standard Class",23.1,"California","Accessories",2014,"North America",36,0.299968421052632,"No discount"
"Technology","San Diego","United States","CS-122504","Chris Selesnick",0,"US",1,2014-10-09,"CA-2014-105487","Medium","TEC-AC-10002305","KeyTronic E03601U1 - Keyboard - Beige",6.48,2,"West",36778,36,"Corporate",2014-10-15,"Standard Class",2.95,"California","Accessories",2014,"North America",41,0.18,"No discount"
"Technology","San Diego","United States","CS-122504","Chris Selesnick",0,"US",1,2014-10-09,"CA-2014-105487","Medium","TEC-AC-10003610","Logitech Illuminated - Keyboard",115.1808,4,"West",36779,240,"Corporate",2014-10-15,"Standard Class",19.56,"California","Accessories",2014,"North America",41,0.47992,"No discount"
"Technology","Sacramento","United States","JW-152204","Jane Waco",0,"US",1,2014-10-14,"CA-2014-135909","Low","TEC-AC-10002335","Logitech Media Keyboard K200",39.8886,6,"West",40153,210,"Corporate",2014-10-21,"Standard Class",21.28,"California","Accessories",2014,"North America",42,0.189945714285714,"No discount"
"Technology","San Diego","United States","CR-125804","Clay Rozendal",0,"US",1,2014-11-04,"US-2014-105998","Medium","TEC-AC-10004469","Microsoft Sculpt Comfort Mouse",87.89,5,"West",39293,200,"Home Office",2014-11-06,"First Class",21.95,"California","Accessories",2014,"North America",45,0.43945,"No discount"
"Technology","Brentwood","United States","DB-132704","Deborah Brumfield",0,"US",1,2014-11-08,"CA-2014-122504","Medium","TEC-AC-10003289","Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard",13.7931,3,"West",33370,60,"Home Office",2014-11-13,"Second Class",2.82,"California","Accessories",2014,"North America",45,0.229885,"No discount"
"Technology","Coachella","United States","MC-175904","Matt Collister",0,"US",1,2014-11-10,"CA-2014-159597","High","TEC-AC-10004171","Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset",43.9956,1,"West",33717,100,"Corporate",2014-11-15,"Standard Class",12.28,"California","Accessories",2014,"North America",46,0.439956,"No discount"
"Technology","Modesto","United States","GH-144254","Gary Hwang",0,"US",1,2014-11-11,"CA-2014-141138","Medium","TEC-AC-10001772","Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive",43.5981,7,"West",38648,112,"Consumer",2014-11-17,"Standard Class",10.04,"California","Accessories",2014,"North America",46,0.38926875,"No discount"
"Technology","Oxnard","United States","SE-201104","Sanjit Engle",0,"US",1,2014-11-14,"CA-2014-123624","High","TEC-AC-10000682","Kensington K72356US Mouse-in-a-Box USB Desktop Mouse",29.0325,5,"West",39908,83,"Consumer",2014-11-18,"Second Class",6.27,"California","Accessories",2014,"North America",46,0.349789156626506,"No discount"
"Technology","Sunnyvale","United States","KM-162254","Kalyca Meade",0,"US",1,2014-12-17,"CA-2014-137463","Medium","TEC-AC-10000358","Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB",45.588,5,"West",40342,190,"Corporate",2014-12-21,"Second Class",17.06,"California","Accessories",2014,"North America",51,0.239936842105263,"No discount"
"Technology","Sunnyvale","United States","KM-162254","Kalyca Meade",0,"US",1,2014-12-17,"CA-2014-137463","Medium","TEC-AC-10000057","Microsoft Natural Ergonomic Keyboard 4000",31.4895,5,"West",40343,150,"Corporate",2014-12-21,"Second Class",4.16,"California","Accessories",2014,"North America",51,0.20993,"No discount"
"Technology","Encinitas","United States","RA-199154","Russell Applegate",0,"US",1,2014-12-19,"CA-2014-140585","Medium","TEC-AC-10003610","Logitech Illuminated - Keyboard",57.5904,2,"West",32412,120,"Consumer",2014-12-24,"Second Class",15.47,"California","Accessories",2014,"North America",51,0.47992,"No discount"
"Furniture","Burbank","United States","SC-200504","Sample Company A",0,"US",1,2011-03-18,"US-2011-131275","Medium","FUR-FU-10004597","Eldon Cleatmat Chair Mats for Medium Pile Carpets",14.43,2,"West",38624,111,"Home Office",2011-03-24,"Standard Class",3.6,"California","Furnishings",2011,"North America",12,0.13,"No discount"
"Furniture","Fresno","United States","MS-177104","Maurice Satty",0,"US",1,2011-03-24,"CA-2011-143637","High","FUR-FU-10002813","DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",14.5728,2,"West",39098,40,"Consumer",2011-03-29,"Second Class",5.73,"California","Furnishings",2011,"North America",13,0.36432,"No discount"
"Furniture","San Jose","United States","NF-185954","Nicole Fjeld",0,"US",1,2011-04-19,"CA-2011-169460","Medium","FUR-FU-10004017","Executive Impressions 13"" Chairman Wall Clock",26.649,3,"West",35866,76,"Home Office",2011-04-21,"Second Class",5.74,"California","Furnishings",2011,"North America",17,0.350644736842105,"No discount"
"Furniture","San Gabriel","United States","BT-113054","Beth Thompson",0,"US",1,2011-04-25,"CA-2011-166954","High","FUR-FU-10003708","Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",63.6825,5,"West",35672,303,"Home Office",2011-04-30,"Standard Class",11.36,"California","Furnishings",2011,"North America",18,0.210173267326733,"No discount"
"Furniture","San Diego","United States","CC-121454","Charles Crestani",0,"US",1,2011-07-20,"CA-2011-141726","Medium","FUR-FU-10003577","Nu-Dell Leatherette Frames",15.4872,3,"West",37268,43,"Consumer",2011-07-22,"First Class",10.02,"California","Furnishings",2011,"North America",30,0.360167441860465,"No discount"
"Furniture","San Diego","United States","LR-169154","Lena Radford",0,"US",1,2011-08-08,"CA-2011-131450","Medium","FUR-FU-10001979","Dana Halogen Swing-Arm Architect Lamp",91.7728,8,"West",31894,328,"Consumer",2011-08-15,"Standard Class",11.98,"California","Furnishings",2011,"North America",33,0.27979512195122,"No discount"
"Furniture","Oxnard","United States","LW-171254","Liz Willingham",0,"US",1,2011-09-11,"CA-2011-112837","Medium","FUR-FU-10004006","Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",21.7515,3,"West",37608,128,"Consumer",2011-09-16,"Standard Class",7.15,"California","Furnishings",2011,"North America",38,0.16993359375,"No discount"
"Furniture","San Diego","United States","MS-175304","MaryBeth Skach",0,"US",1,2011-11-04,"CA-2011-149244","High","FUR-FU-10004671","Executive Impressions 12"" Wall Clock",13.4292,2,"West",34039,35,"Consumer",2011-11-08,"Standard Class",5.83,"California","Furnishings",2011,"North America",45,0.383691428571429,"No discount"
"Furniture","San Diego","United States","RD-199004","Ruben Dartt",0,"US",1,2011-11-10,"CA-2011-158372","Low","FUR-FU-10001867","Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",14.896,5,"West",34503,53,"Consumer",2011-11-16,"Standard Class",6.1,"California","Furnishings",2011,"North America",46,0.281056603773585,"No discount"
"Furniture","San Diego","United States","RD-199004","Ruben Dartt",0,"US",1,2011-11-10,"CA-2011-158372","Low","FUR-FU-10000397","Luxo Economy Swing Arm Lamp",11.1664,2,"West",34501,40,"Consumer",2011-11-16,"Standard Class",5.81,"California","Furnishings",2011,"North America",46,0.27916,"No discount"
"Furniture","San Diego","United States","VG-217904","Vivek Gonzalez",0,"US",1,2011-11-24,"CA-2011-158540","Critical","FUR-FU-10001602","Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",27.3096,4,"West",32307,152,"Consumer",2011-11-26,"First Class",38.26,"California","Furnishings",2011,"North America",48,0.179668421052632,"No discount"
"Furniture","Brentwood","United States","LW-168254","Laurel Workman",0,"US",1,2011-11-25,"CA-2011-164721","High","FUR-FU-10001940","Staples",10.5072,3,"West",33281,24,"Corporate",2011-11-27,"Second Class",0.94,"California","Furnishings",2011,"North America",48,0.4378,"No discount"
"Furniture","Oakland","United States","LH-171554","Logan Haushalter",0,"US",1,2011-12-12,"CA-2011-113320","High","FUR-FU-10004270","Eldon Image Series Desk Accessories, Burgundy",4.5144,3,"West",36150,13,"Consumer",2011-12-15,"Second Class",1.06,"California","Furnishings",2011,"North America",51,0.347261538461538,"No discount"
"Furniture","Oakland","United States","LH-171554","Logan Haushalter",0,"US",1,2011-12-12,"CA-2011-113320","High","FUR-FU-10001706","Longer-Life Soft White Bulbs",4.4352,3,"West",36152,9,"Consumer",2011-12-15,"Second Class",0.83,"California","Furnishings",2011,"North America",51,0.4928,"No discount"
"Furniture","Concord","United States","WB-218504","William Brown",0,"US",1,2011-12-12,"CA-2011-141607","Medium","FUR-FU-10003975","Eldon Advantage Chair Mats for Low to Medium Pile Carpets",4.331,1,"West",33445,43,"Consumer",2011-12-17,"Standard Class",3.88,"California","Furnishings",2011,"North America",51,0.100720930232558,"No discount"
"Furniture","San Diego","United States","JO-152804","Jas O'Carroll",0,"US",1,2011-12-15,"CA-2011-116673","Medium","FUR-FU-10003829","Stackable Trays",1.9712,2,"West",36880,6,"Consumer",2011-12-19,"Second Class",0.32,"California","Furnishings",2011,"North America",51,0.328533333333333,"No discount"
"Furniture","San Diego","United States","CK-125954","Clytie Kelty",0,"US",1,2011-12-26,"CA-2011-106264","Medium","FUR-FU-10001852","Eldon Regeneration Recycled Desk Accessories, Smoke",1.1136,2,"West",34590,3,"Consumer",2011-12-30,"Standard Class",0.1,"California","Furnishings",2011,"North America",53,0.3712,"No discount"
"Furniture","Chico","United States","NF-185954","Nicole Fjeld",0,"US",1,2012-03-13,"US-2012-139675","Medium","FUR-FU-10001979","Dana Halogen Swing-Arm Architect Lamp",91.7728,8,"West",37587,328,"Home Office",2012-03-18,"Second Class",50.65,"California","Furnishings",2012,"North America",11,0.27979512195122,"No discount"
"Furniture","San Diego","United States","JD-161504","Justin Deggeller",0,"US",1,2012-03-22,"US-2012-163279","Medium","FUR-FU-10000747","Tenex B1-RE Series Chair Mats for Low Pile Carpets",15.6332,2,"West",37108,92,"Corporate",2012-03-26,"Standard Class",6.36,"California","Furnishings",2012,"North America",12,0.169926086956522,"No discount"
"Furniture","San Diego","United States","RB-194354","Richard Bierner",0,"US",1,2012-03-29,"US-2012-103996","High","FUR-FU-10004586","G.E. Longer-Life Indoor Recessed Floodlight Bulbs",9.5616,3,"West",36030,20,"Consumer",2012-03-31,"Second Class",2.51,"California","Furnishings",2012,"North America",13,0.47808,"No discount"
"Furniture","Chula Vista","United States","JB-160454","Julia Barnett",0,"US",1,2012-05-03,"CA-2012-107937","Medium","FUR-FU-10002298","Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",106.5408,6,"West",35074,666,"Home Office",2012-05-08,"Standard Class",43.94,"California","Furnishings",2012,"North America",18,0.159971171171171,"No discount"
"Furniture","Camarillo","United States","CB-125354","Claudia Bergmann",0,"US",1,2012-05-14,"CA-2012-100146","Medium","FUR-FU-10001979","Dana Halogen Swing-Arm Architect Lamp",34.4148,3,"West",38701,123,"Corporate",2012-05-19,"Standard Class",8.24,"California","Furnishings",2012,"North America",20,0.27979512195122,"No discount"
"Furniture","Pomona","United States","SF-200654","Sandra Flanagan",0,"US",1,2012-08-13,"CA-2012-148495","Medium","FUR-FU-10001889","Ultra Door Pull Handle",10.4148,3,"West",40871,32,"Consumer",2012-08-13,"Same Day",7.55,"California","Furnishings",2012,"North America",33,0.3254625,"No discount"
"Furniture","Oakland","United States","RE-194504","Richard Eichhorn",0,"US",1,2012-08-15,"CA-2012-142454","Medium","FUR-FU-10004018","Tensor Computer Mounted Lamp",28.1421,7,"West",36499,104,"Consumer",2012-08-19,"Standard Class",5.73,"California","Furnishings",2012,"North America",33,0.270597115384615,"No discount"
"Furniture","Anaheim","United States","KD-166154","Ken Dana",0,"US",1,2012-09-13,"US-2012-129007","Critical","FUR-FU-10002379","Eldon Econocleat Chair Mats for Low Pile Carpets",24.882,5,"West",41205,207,"Corporate",2012-09-15,"First Class",27.38,"California","Furnishings",2012,"North America",37,0.120202898550725,"No discount"
"Furniture","Anaheim","United States","KD-166154","Ken Dana",0,"US",1,2012-09-13,"US-2012-129007","Critical","FUR-FU-10004973","Flat Face Poster Frame",55.3896,7,"West",41202,132,"Corporate",2012-09-15,"First Class",36.8,"California","Furnishings",2012,"North America",37,0.419618181818182,"No discount"
"Furniture","Anaheim","United States","KD-166154","Ken Dana",0,"US",1,2012-09-13,"US-2012-129007","Critical","FUR-FU-10004018","Tensor Computer Mounted Lamp",12.0609,3,"West",41206,45,"Corporate",2012-09-15,"First Class",16.95,"California","Furnishings",2012,"North America",37,0.26802,"No discount"
"Furniture","Sacramento","United States","FC-142454","Frank Carlisle",0,"US",1,2012-09-19,"CA-2012-149517","Medium","FUR-FU-10003464","Seth Thomas 8 1/2"" Cubicle Clock",19.4688,3,"West",40895,61,"Home Office",2012-09-23,"Standard Class",1.29,"California","Furnishings",2012,"North America",38,0.319160655737705,"No discount"
"Furniture","Oceanside","United States","DL-129254","Daniel Lacy",0,"US",1,2012-09-22,"CA-2012-112571","High","FUR-FU-10004188","Luxo Professional Combination Clamp-On Lamps",53.196,2,"West",32256,205,"Consumer",2012-09-22,"Same Day",44.06,"California","Furnishings",2012,"North America",38,0.259492682926829,"No discount"
"Furniture","San Diego","United States","LT-171104","Liz Thompson",0,"US",1,2012-11-02,"CA-2012-168207","Medium","FUR-FU-10004909","Contemporary Wood/Metal Frame",33.936,6,"West",39460,97,"Consumer",2012-11-06,"Standard Class",4.26,"California","Furnishings",2012,"North America",44,0.349855670103093,"No discount"
"Furniture","San Diego","United States","BS-116654","Brian Stugart",0,"US",1,2012-11-17,"CA-2012-126725","High","FUR-FU-10001591","Advantus Panel Wall Certificate Holder - 8.5x11",15.372,3,"West",37144,37,"Consumer",2012-11-21,"Standard Class",5.61,"California","Furnishings",2012,"North America",46,0.415459459459459,"No discount"
"Furniture","San Diego","United States","BS-116654","Brian Stugart",0,"US",1,2012-11-17,"CA-2012-126725","High","FUR-FU-10002813","DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",29.1456,4,"West",37140,81,"Consumer",2012-11-21,"Standard Class",11.42,"California","Furnishings",2012,"North America",46,0.359822222222222,"No discount"
"Furniture","Lakewood","United States","TZ-215804","Tracy Zic",0,"US",1,2012-12-04,"CA-2012-119508","Medium","FUR-FU-10004270","Eldon Image Series Desk Accessories, Burgundy",9.0288,6,"West",36622,25,"Consumer",2012-12-09,"Standard Class",0.8,"California","Furnishings",2012,"North America",49,0.361152,"No discount"
"Furniture","San Diego","United States","MH-176204","Matt Hagelstein",0,"US",1,2012-12-05,"CA-2012-156440","High","FUR-FU-10004090","Executive Impressions 14"" Contract Wall Clock",14.6718,2,"West",34973,44,"Corporate",2012-12-09,"Standard Class",3.92,"California","Furnishings",2012,"North America",49,0.33345,"No discount"
"Furniture","San Jose","United States","HA-149054","Helen Abelman",0,"US",1,2012-12-12,"CA-2012-134075","Medium","FUR-FU-10004597","Eldon Cleatmat Chair Mats for Medium Pile Carpets",21.645,3,"West",37535,167,"Consumer",2012-12-16,"Standard Class",5.13,"California","Furnishings",2012,"North America",50,0.129610778443114,"No discount"
"Furniture","Costa Mesa","United States","EH-139454","Eric Hoffmann",0,"US",1,2012-12-14,"CA-2012-114048","Medium","FUR-FU-10004351","Staples",12.8568,3,"West",37384,29,"Consumer",2012-12-18,"Standard Class",2.44,"California","Furnishings",2012,"North America",50,0.443337931034483,"No discount"
"Furniture","Bakersfield","United States","GM-145004","Gene McClure",0,"US",1,2013-05-07,"CA-2013-137393","High","FUR-FU-10001617","Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",14.144,4,"West",40972,42,"Consumer",2013-05-11,"Standard Class",6.37,"California","Furnishings",2013,"North America",19,0.336761904761905,"No discount"
"Furniture","Vallejo","United States","RB-194654","Rick Bensley",0,"US",1,2013-05-21,"CA-2013-115917","Medium","FUR-FU-10000576","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base",272.792,5,"West",31935,1049,"Home Office",2013-05-26,"Standard Class",55.09,"California","Furnishings",2013,"North America",21,0.260049571020019,"No discount"
